text,label
সাদা চেয়েছি সাদা পেয়েছি। কিন্তু সাদা রংটা পানির চেয়েও পাতলা। আরেক বিষয় লিখার সময় সাদা ঠিক থাকে কিন্তু কিছু সময় পর কিরিম আকার দারন করে। তবে মাশাল্লাহ পেকেটিং খুব সুন্দর ছিল।,2
কালার ঠিক আছে তবে ব্যবহার করা হয়নি আশা করি ভালো হবে ধন্যবাদ সেলার এবং দারাজ কে সঠিক পন্য দেওয়ার জন্য,2
কলমে কালি নাই।লেখে না,0
মার্কার পেন হাতে পেয়েছি হোয়াইট কালার কিনা কোথাও লেখা নাই যাইহোক ব্যবহারের পর বুঝতে পারবো ধন্যবাদ,1
ফালতু একটা জিনিস কেও নিবেন না।এর চাইতে ৫ টাকা দামের কলম ও ভালো,0
"আলহামদুলিল্লাহ, অনেক ফাস্ট ডেলিভারি পেয়েছি। কিন্তু এখনও ব্যবহার করা হয় নাই, যাই হোক তার পর ও রিভিউ দিচ্ছি,আশা করি ভালোই হবে ",2
একদম ইন্টেক পলি করা। ধন্যবাদ ভাই যেটা চাইছি সেটা দেওয়ার জন্য।,2
খুব সুন্দর আর ওরিজিনাল ধন্যবাদ,2
জেমনটা চেয়েছি তেমনি পেলাম সবাই নিতে পারেন,2
আলহামদুলিল্লাহ! যেমন চেয়েছিলাম তেমন পেয়েছি। ধন্যবাদ দারাজ। কুরিয়ারের ভাইটি কে ধন্যবাদ।,2
"একদম আমার পছন্দমতো প্রোডাক্ট পেয়েছি, সেলার কে অসংখ্য ধন্যবাদ",2
"আলহামদুলিল্লাহ খুবই ভালো একটা প্রোডাক্ট, ডেলিভারি ম্যানটা খুব ভালো ছিল , ধন্যবাদ ডারাসকে।",2
"মোটামুটি, ভাল উজ্জল হয় না",2
আলহামদুলিল্লাহ ভালোই ছিলো।,2
বলাম দুই টা সাদা আর একটা লাল দিছেন তিনটায় লাল এটা ত ঠিক না,0
"অনেক ভালো একটা প্রোডাক্ট,, নিতে পারেন নিশ্চিন্তে",2
খুব ভালো।,2
"কেমন একটা ভালো না, এখন দেখার বিষয় কালার কতদিন থাকে,",0
অসাধারণ প্রোডাক্ট। নিঃসন্দেহে যে কেউ নিতে পারেন॥,2
